Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo Se 
      0.12888      0.00000      0.00000      0.00000
      0.13888      0.00000      0.00000      0.00000
      0.14888      0.00000      0.00000      0.00000
      0.15888      0.00000      0.00000      0.00000
      0.16888      0.00000      0.00000      0.00000
      0.17888      0.00000      0.00000      0.00000
      0.18888      0.00000      0.00000      0.00000
      0.19888      0.00000      0.00000      0.00000
      0.20888      0.00000      0.00000      0.00000
      0.21888      0.00000      0.00000      0.00000
      0.22888      0.00000      0.00000      0.00000
      0.23888      0.00000      0.00000      0.00000
      0.24888      0.00000      0.00000      0.00000
      0.25888      0.00000      0.00000      0.00000
      0.26888      0.00000      0.00000      0.00000
      0.27888      0.00000      0.00000      0.00000
      0.28888      0.00000      0.00000      0.00000
      0.29888      0.00000      0.00000      0.00000
      0.30888      0.00000      0.00000      0.00000
      0.31888      0.00000      0.00000      0.00000
      0.32888      0.00000      0.00000      0.00000
      0.33888      0.00000      0.00000      0.00000
      0.34888      0.00000      0.00000      0.00000
      0.35888      0.00000      0.00000      0.00000
      0.36888      0.00000      0.00000      0.00000
      0.37888      0.00000      0.00000      0.00000
      0.38888      0.00000      0.00000      0.00000
      0.39888      0.00000      0.00000      0.00000
      0.40888      0.00000      0.00000      0.00000
      0.41888      0.00000      0.00000      0.00000
      0.42888      0.00000      0.00000      0.00000
      0.43888      0.00000      0.00000      0.00000
      0.44888      0.00000      0.00000      0.00000
      0.45888      0.00000      0.00000      0.00000
      0.46888      0.00000      0.00000      0.00000
      0.47888      0.00000      0.00000      0.00000
      0.48888      0.00000      0.00000      0.00000
      0.49888      0.00000      0.00000      0.00000
      0.50888      0.00000      0.00000      0.00000
      0.51888      0.00000      0.00000      0.00000
      0.52888      0.00000      0.00000      0.00000
      0.53888      0.00000      0.00000      0.00000
      0.54888      0.00000      0.00000      0.00000
      0.55888      0.00000      0.00000      0.00000
      0.56888      0.00000      0.00000      0.00000
      0.57888      0.00000      0.00000      0.00000
      0.58888      0.00000      0.00000      0.00000
      0.59888      0.00000      0.00000      0.00000
      0.60888      0.00000      0.00000      0.00000
      0.61888      0.00000      0.00000      0.00000
      0.62888      0.00000      0.00000      0.00000
      0.63888      0.00000      0.00000      0.00000
      0.64888      0.00000      0.00000      0.00000
      0.65888      0.00000      0.00000      0.00000
      0.66888      0.00000      0.00000      0.00000
      0.67888      0.00000      0.00000      0.00000
      0.68888      0.00000      0.00000      0.00000
      0.69888      0.00000      0.00000      0.00000
      0.70888      0.00000      0.00000      0.00000
      0.71888      0.00000      0.00000      0.00000
